location,region,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,positive_rate,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,stringency_index,population,population_density,gdp_per_capita,life_expectancy,human_development_index,excess_mortality
Laos,Asia,5.635,0.0,185.70749999999998,1.118,0.8999999999999999,43.513999999999996,373.10699999999997,516.7189999999999,0.133,1.54,1.535,0.035,29.63,7275556.0,29.715,6397.36,67.92,0.613,18.48
Latvia,Europe,29210.551,464.425,509.48900000000003,9.013,0.99,62.04050000000001,557.735,546.434,0.086,0.85,0.85,0.05,57.41,1886202.0,31.212,25063.846,75.29,0.866,27.23
Lebanon,Asia,36504.303,535.35,273.389,6.446000000000001,1.11,36.076499999999996,320.827,272.3515,0.11850000000000001,1.54,1.535,0.035,90.74,6825442.0,594.561,13367.565,78.93,0.7440000000000001,76.31
Lesotho,Africa,2973.973,15.404000000000002,43.412,0.934,1.07,62.04050000000001,560.9835,283.329,0.21100000000000002,1.61,1.61,0.11499999999999999,77.78,2142252.0,73.562,2851.153,54.33,0.527,20.365
Liberia,Africa,373.096,0.0,16.608,0.0,0.36,21.776999999999997,183.02650000000003,326.8725,0.24025,0.47,0.47,0.06,35.19,5057677.0,49.126999999999995,752.788,64.1,0.48,13.605
Libya,Africa,15720.053999999998,93.141,240.275,1.455,1.11,36.076499999999996,320.827,133.341,0.167,1.54,1.535,0.035,80.56,6871287.0,3.623,17881.509,72.91,0.7240000000000001,37.845
Liechtenstein,Europe,62485.251,235.99099999999999,1284.8410000000001,0.0,0.73,36.2915,183.884,598.736,0.067,0.12,0.12,0.595,48.61,38137.0,237.012,53765.3925,82.49,0.919,24.0
Lithuania,Europe,62151.328,452.56,888.59,12.489,0.78,62.04050000000001,748.6339999999999,663.807,0.12,1.88,1.88,0.34,74.07,2722291.0,45.135,29524.265,75.93,0.882,34.39
Luxembourg,Europe,77686.68400000001,190.10299999999998,877.03,4.793,0.9,31.95,140.58,2828.164,0.018000000000000002,0.9199999999999999,0.9199999999999999,0.21,51.85,625976.0,231.447,94277.965,82.25,0.9159999999999999,15.2
Madagascar,Africa,650.066,0.0,9.642000000000001,0.0,0.64,47.9835,258.8655,3.804,0.10400000000000001,0.049999999999999996,0.56,0.05500000000000001,37.04,27691019.0,43.951,1416.44,67.04,0.528,78.915
Malawi,Africa,616.05,29.116999999999997,15.682,0.732,1.77,47.9835,354.20449999999994,5.1370000000000005,0.28300000000000003,0.049999999999999996,0.049999999999999996,0.04,48.15,19129955.0,197.519,1095.042,64.26,0.483,35.22
Malaysia,Asia,4791.912,102.23700000000001,18.352999999999998,0.278,1.17,28.20825,266.7865,166.27599999999998,0.040999999999999995,0.12,0.6625000000000001,0.1,77.31,32365998.0,96.25399999999999,26808.164,76.16,0.81,7.61
Maldives,Asia,26688.028,98.05,90.65,0.0,1.31,36.2915,183.884,660.8395,0.019,4.5024999999999995,3.7175000000000002,0.9849999999999999,66.2,540542.0,1454.433,15183.616000000002,78.92,0.74,15.86
Mali,Africa,386.305,1.136,15.209000000000001,0.049,0.76,47.9835,135.3005,37.0075,0.164,0.56,0.56,0.05500000000000001,46.3,20250834.0,15.196,2014.306,59.31,0.434,22.68
Malta,Europe,34984.452000000005,371.42800000000005,539.024,2.265,1.04,36.2915,131.442,1283.807,0.053,4.545,4.375,0.57,52.78,441539.0,1454.037,36513.323,82.53,0.895,4.41
Marshall Islands,Oceania,67.574,0.0,119.8205,0.0,0.505,35.682,98.129,1156.5347499999998,0.0865,6.359999999999999,6.359999999999999,0.39,33.335,59194.0,295.15,3819.202,73.7,0.7040000000000001,2.485
Mauritania,Africa,3440.897,14.195,86.243,0.43,0.69,44.022499999999994,588.7974999999999,36.685,0.24025,0.47,0.47,0.06,50.93,4649660.0,4.289,3597.633,64.92,0.546,4.325
Mauritius,Africa,430.11,0.0,7.8629999999999995,0.0,0.21,36.2915,259.64799999999997,296.88950000000006,0.0715,0.0,0.0,0.22999999999999998,19.44,1271767.0,622.962,20292.745,74.99,0.804,5.83
Mexico,North America,12644.25,111.647,1087.7069999999999,8.578,1.08,50.0015,394.81950000000006,30.99,0.41,0.375,0.37,0.02,71.76,128932753.0,66.444,17336.468999999997,75.05,0.779,142.26
Micronesia (country),Oceania,8.693999999999999,0.0,13.457,0.0,0.545,35.682,98.129,1156.5347499999998,0.0865,11.065,11.085,0.375,42.13,115021.0,150.77700000000002,3299.4640000000004,67.88,0.62,16.925
Moldova,Europe,37838.721,109.074,804.42,3.966,0.91,21.776999999999997,385.6095,298.3215,0.08800000000000001,0.875,0.495,0.46499999999999997,57.41,4033963.0,123.655,5189.972,71.9,0.75,3.72
Monaco,Europe,30425.033,433.18699999999995,178.37099999999998,0.0,1.12,35.682,98.129,1156.5347499999998,0.0865,6.12,4.085,0.595,51.85,39244.0,19347.5,37661.85,86.75,0.849,9.85
Mongolia,Asia,462.741,4.881,0.61,0.0,1.15,62.04050000000001,588.7974999999999,253.0325,0.001,0.875,0.425,0.315,73.61,3278292.0,1.98,11840.846000000001,69.87,0.737,-18.63
Montenegro,Europe,87787.511,676.685,1183.004,4.777,1.05,35.682,173.893,1744.5017500000001,0.018500000000000003,2.7325,2.6475,0.38999999999999996,59.72,628062.0,46.28,16409.288,76.88,0.8290000000000001,27.31
Morocco,Africa,12431.809,27.228,214.329,0.731,0.79,12.030750000000001,266.7865,127.598,0.071,0.24,0.6125,0.1,76.85,36910558.0,80.08,7485.013000000001,76.68,0.6859999999999999,23.055
Mozambique,Africa,827.44,22.044,7.487,0.16,1.46,28.20825,258.8655,9.743,0.284,0.12,0.6625000000000001,0.1,59.26,31255435.0,37.728,1136.103,60.85,0.456,78.915
Myanmar,Asia,2460.384,9.024,54.071000000000005,0.257,0.82,20.56975,392.3795,38.878,0.027999999999999997,0.005,0.005,0.035,75.93,54409794.0,81.721,5591.597,67.13,0.583,36.585
Namibia,Africa,11884.69,121.61,110.196,1.9680000000000002,0.9,62.04050000000001,560.9835,93.8285,0.18600000000000003,1.19,1.19,0.11499999999999999,38.89,2540916.0,3.0780000000000003,9541.808,63.71,0.6459999999999999,12.9
Nepal,Asia,9165.589,11.532,67.063,0.20600000000000002,0.8,47.9835,258.8655,69.009,0.08199999999999999,0.0,0.56,0.1,60.19,29136808.0,204.43,2442.804,70.78,0.602,74.16000000000001
Netherlands,Europe,53674.865,329.32800000000003,762.538,5.019,0.85,40.269,103.12299999999999,337.371,0.113,0.71,0.71,0.01,78.7,17134873.0,508.54400000000004,48472.545,82.28,0.9440000000000001,17.36
New Zealand,Oceania,467.833,0.415,5.184,0.0,0.85,21.776999999999997,385.6095,305.32,0.001,0.635,0.3,0.205,22.22,4822233.0,18.206,36085.843,82.29,0.9309999999999999,14.73
Nicaragua,North America,928.666,0.0,25.209,0.0,0.12,36.076499999999996,320.827,141.762,0.096,1.54,1.535,0.035,8.33,6624554.0,51.667,5321.444,74.48,0.66,37.13
Niger,Africa,170.697,1.405,5.7010000000000005,0.040999999999999995,0.86,47.9835,135.3005,243.5165,0.0025,0.049999999999999996,0.56,0.05500000000000001,31.48,24206636.0,16.955,926.0,62.42,0.39399999999999996,8.725
Nigeria,Africa,528.491,6.937,6.888999999999999,0.039,1.13,50.0015,455.75700000000006,5.551500000000001,0.133,0.1325,0.1325,0.0125,58.33,206139587.0,209.588,5338.454000000001,54.69,0.539,89.465
North Macedonia,Europe,42598.566,161.276,1294.0510000000002,5.28,0.92,62.04050000000001,560.9835,207.053,0.17300000000000001,1.61,1.61,0.11499999999999999,71.75999999999999,2083380.0,82.6,13111.214,75.8,0.774,4.18
Northern Cyprus,Asia,54055.8585,311.645,527.7004999999999,2.3965,1.01,35.682,173.893,1589.7740000000001,0.11099999999999999,1.3,6.58,0.375,39.815,75376.0,202.184,50286.172000000006,82.66,0.8654999999999999,2.485
Norway,Europe,10780.74,77.842,95.366,0.369,0.85,21.776999999999997,23.795,569.536,0.025,0.96,0.96,0.015,66.67,5421242.0,14.462,64800.057,82.4,0.9570000000000001,-5.2
Oman,Asia,25704.662999999997,32.115,295.499,0.196,1.17,21.776999999999997,183.02650000000003,326.8725,0.24025,0.45,0.45,0.12,42.59,5106622.0,14.98,37960.709,77.86,0.813,4.93
Pakistan,Asia,2350.8779999999997,8.814,49.576,0.213,0.96,57.69799999999999,455.75700000000006,33.167,0.057,0.1825,0.1825,0.0125,64.35,220892331.0,255.57299999999998,5034.708,67.27,0.557,89.465
Palestine,Asia,29711.162999999997,118.20200000000001,333.241,2.7439999999999998,0.77,21.776999999999997,183.02650000000003,326.8725,0.1985,0.47,0.47,0.06,77.78,5101416.0,778.202,4449.898,74.05,0.708,13.605
Panama,North America,68663.947,499.911,1098.089,9.039,0.84,21.776999999999997,385.6095,351.384,0.204,0.15,0.15,0.205,76.85,4314768.0,55.133,22267.037,78.51,0.815,89.03
Papua New Guinea,Oceania,93.215,0.0,1.006,0.0,0.45,39.9045,210.6625,651.4775,0.1125,1.1600000000000001,1.1099999999999999,0.025,64.35,8947027.0,18.22,3823.1940000000004,64.5,0.555,26.259999999999998
Paraguay,South America,17055.379,112.443,349.806,2.103,0.98,27.118499999999997,265.21049999999997,84.796,0.265,1.54,1.535,0.035,55.56,7132530.0,17.144000000000002,8827.01,74.25,0.728,15.79
Peru,South America,32028.022,65.692,2931.349,9.584,1.27,28.20825,258.8655,61.286,0.187,0.12,0.6625000000000001,0.1,61.11,32971846.0,25.129,12236.706,76.74,0.777,140.71
Philippines,Asia,4550.8859999999995,16.352999999999998,90.198,0.43799999999999994,1.05,50.0015,394.81950000000006,63.006,0.052000000000000005,0.1875,0.185,0.015,63.43,109581085.0,351.87300000000005,7599.188,71.23,0.718,9.89
Poland,Europe,37773.851,179.408,877.569,8.799,0.89,12.030750000000001,414.608,204.463,0.142,1.225,1.225,0.13,75.0,37846605.0,124.027,27216.445,78.73,0.88,28.99
Portugal,Europe,52901.0,1018.466,854.0989999999999,15.593,1.27,62.568999999999996,456.324,630.002,0.17600000000000002,1.255,1.125,0.049999999999999996,69.44,10196707.0,112.37100000000001,27936.896,82.05,0.8640000000000001,64.46
Qatar,Asia,51053.779,72.89,85.385,0.0,1.13,62.04050000000001,656.433,455.76700000000005,0.046,1.74,2.125,0.26,56.48,2881060.0,227.322,116935.6,80.23,0.848,7.29
Romania,Europe,35944.455,155.944,892.207,4.003,0.91,55.698,135.3005,267.7095,0.157,1.02,1.02,0.07,76.85,19237682.0,85.12899999999999,23313.199,76.05,0.828,13.18
Russia,Europe,24032.713,154.48,439.471,3.447,0.92,50.0015,455.75700000000006,663.8365,0.055999999999999994,0.62,0.62,0.005,50.46,145934460.0,8.823,24765.953999999998,72.58,0.8240000000000001,27.45
Rwanda,Africa,837.695,14.978,10.809000000000001,0.23199999999999998,1.24,68.11800000000001,429.88,60.611000000000004,0.051,0.555,1.2000000000000002,0.0675,61.11,12952209.0,494.869,1854.211,69.02,0.5429999999999999,72.2675
Saint Kitts and Nevis,North America,639.194,0.0,119.8205,0.0,0.66,35.682,98.129,1156.5347499999998,0.0865,6.359999999999999,6.359999999999999,0.595,32.41,53192.0,212.865,24654.385,76.23,0.779,2.485
Saint Lucia,North America,3327.361,108.915,43.566,0.0,1.4,35.682,98.129,1227.1652499999998,0.0865,10.82,10.12,0.9849999999999999,56.945,183629.0,293.187,12951.839,76.2,0.759,8.98
Saint Vincent and the Grenadines,North America,4055.991,72.107,18.027,0.0,1.03,35.682,98.129,1156.5347499999998,0.0865,11.065,11.085,0.375,42.13,110947.0,281.78700000000003,10727.146,72.53,0.738,16.925
Samoa,Oceania,10.08,0.0,60.5675,0.0,1.1749999999999998,35.682,98.129,1227.1652499999998,0.0865,10.82,10.12,0.9849999999999999,56.945,198410.0,69.413,6021.557,73.32,0.715,8.98
San Marino,Europe,81855.148,471.44800000000004,1915.257,0.0,1.01,35.682,98.129,1156.5347499999998,0.0865,12.485,12.485,0.595,69.44,33938.0,556.6669999999999,56861.47,84.97,0.8935,-7.56
Sao Tome and Principe,Africa,5156.027,36.503,77.569,0.0,0.95,35.682,98.129,1227.1652499999998,0.0865,10.82,10.12,0.9849999999999999,40.739999999999995,219161.0,212.84099999999998,3052.7140000000004,70.39,0.625,8.98
Saudi Arabia,Asia,10477.233,4.968999999999999,181.479,0.115,1.12,12.030750000000001,266.7865,335.705,0.004,0.85,1.3075,0.095,53.7,34813867.0,15.322000000000001,49045.41099999999,75.13,0.8540000000000001,23.055
Senegal,Africa,1357.985,14.931,30.399,0.418,1.14,47.9835,354.20449999999994,18.320999999999998,0.122,0.049999999999999996,0.049999999999999996,0.04,50.46,16743930.0,82.32799999999999,2470.58,67.94,0.512,84.53
Serbia,Europe,54553.71599999999,257.32599999999996,548.159,3.0860000000000003,0.82,27.118499999999997,265.21049999999997,362.81699999999995,0.168,2.8,2.8,0.125,60.19,6804596.0,80.291,14048.881000000001,76.0,0.8059999999999999,-0.61
Seychelles,Africa,7077.486,203.37599999999998,20.338,0.0,0.99,35.682,98.129,1156.5347499999998,0.0865,17.18,17.18,0.765,54.63,98340.0,208.354,26382.287,73.4,0.7959999999999999,16.925
Sierra Leone,Africa,372.32099999999997,3.009,9.652999999999999,0.0,1.24,39.861000000000004,237.2595,486.05899999999997,0.0245,14.345,12.86,2.27,37.04,7976985.0,104.7,1390.3,54.7,0.452,18.48
Singapore,Asia,10099.065999999999,5.127999999999999,4.957,0.0,1.1,21.776999999999997,292.59349999999995,1016.8915000000001,0.001,1.03,1.03,0.0,50.93,5850343.0,7915.731,85535.383,83.62,0.938,5.16
Slovakia,Europe,40799.737,391.418,625.865,14.103,0.96,21.776999999999997,561.3919999999999,773.495,0.067,1.24,1.2349999999999999,0.07,73.15,5459643.0,113.12799999999999,30155.152000000002,77.54,0.86,80.1
Slovenia,Europe,71457.845,741.2460000000001,1510.391,12.025,0.93,90.912,564.232,359.605,0.249,2.37,2.37,0.18,81.48,2078932.0,102.619,31400.84,81.32,0.917,36.55
Solomon Islands,Oceania,24.75,0.0,108.71349999999998,0.0,0.865,35.682,173.893,1650.7690000000002,0.009500000000000001,1.035,1.035,0.32,33.33,686878.0,21.840999999999998,2205.923,73.0,0.5670000000000001,21.255
Somalia,Africa,298.492,0.0,8.18,0.0,0.57,47.9835,135.3005,18.2635,0.156,0.355,0.355,0.025,21.3,15893219.0,23.5,2119.3665,57.4,0.45499999999999996,37.31
South Africa,Africa,22351.851000000002,212.465,621.342,8.397,0.87,20.56975,394.81950000000006,127.448,0.255,0.3275,0.3275,0.035,67.59,59308690.0,46.754,12294.876,64.13,0.7090000000000001,36.585
South Korea,Asia,1410.984,10.006,24.362,0.312,0.8,20.56975,392.3795,95.118,0.011000000000000001,0.3225,0.2925,0.1,63.89,51269183.0,527.967,35938.373999999996,83.03,0.9159999999999999,1.5
South Sudan,Africa,327.86199999999997,0.0,5.627999999999999,0.0,0.87,68.11800000000001,429.88,7.27,0.033,0.555,0.555,0.0675,43.52,11193729.0,204.32500000000002,1569.888,57.85,0.433,72.2675
Spain,Europe,48169.703,654.029,1140.29,5.026,1.41,70.303,495.86400000000003,548.6825,0.139,1.9949999999999999,1.9849999999999999,0.19,71.3,46754783.0,93.105,34272.36,83.56,0.904,17.73
Sri Lanka,Asia,2443.02,32.316,11.955,0.14,1.08,47.9835,354.20449999999994,68.878,0.045,0.09999999999999999,0.09999999999999999,0.05500000000000001,79.17,21413250.0,341.955,11669.077,76.98,0.782,35.22
Sudan,Africa,642.633,1.642,35.941,0.0,0.79,35.51075,307.41450000000003,77.08975000000001,0.157,0.32,0.29,0.13,25.93,43849269.0,23.258000000000003,4466.5070000000005,65.31,0.51,9.370000000000001
Suriname,South America,12731.958999999999,114.211,240.354,1.705,1.03,35.682,98.129,1744.5017500000001,0.018500000000000003,2.7325,2.6475,0.38999999999999996,67.59,586634.0,3.612,13767.118999999999,71.68,0.738,21.255
Sweden,Europe,51834.043,0.0,1022.153,0.0,0.99,34.359,254.47400000000002,489.085,0.16399999999999998,1.29,1.29,0.055,69.44,10099270.0,24.718000000000004,46949.282999999996,82.8,0.945,16.69
Switzerland,Europe,57221.242999999995,254.77700000000002,1002.355,6.471,0.86,42.058,232.015,419.667,0.11699999999999999,1.1,1.0,0.0,60.19,8654618.0,214.243,57410.166,83.78,0.955,20.37
Syria,Asia,739.515,5.143,47.083999999999996,0.34299999999999997,0.91,47.9835,135.3005,40.505500000000005,0.21949999999999997,0.355,0.355,0.025,39.35,17500657.0,112.3865,9002.872000000001,72.7,0.5670000000000001,37.31
Taiwan,Asia,35.731,0.126,0.294,0.0,0.98,47.9835,354.20449999999994,5.754,0.005,0.049999999999999996,0.049999999999999996,0.05500000000000001,19.44,23816775.0,46.677,2263.5029999999997,80.46,0.46599999999999997,35.22
Tajikistan,Asia,1395.3129999999999,0.0,9.436,0.0,0.02,36.055,324.71900000000005,360.16150000000005,0.098,10.79,4.9975000000000005,1.3225,42.59,9537642.0,64.281,2896.913,71.1,0.6679999999999999,25.375
Tanzania,Africa,8.521,0.0,0.35200000000000004,0.0,0.0,41.0665,394.81950000000006,303.5085,0.17200000000000001,0.9824999999999999,0.9824999999999999,0.0025,6.48,59734213.0,64.699,2683.304,65.46,0.529,4.445
Thailand,Asia,172.69299999999998,4.112,1.003,0.0,1.26,20.56975,394.81950000000006,29.325,0.1595,0.3275,0.3275,0.035,62.04,69799978.0,135.132,16277.671,77.15,0.777,7.98
Timor,Asia,39.44,0.0,124.546,1.8844999999999998,0.605,36.2915,259.64799999999997,296.88950000000006,0.0715,0.68,0.68,0.22999999999999998,52.78,1318442.0,87.176,6570.102,69.5,0.606,10.05
Togo,Africa,516.021,4.59,8.818,0.0,1.16,41.8615,379.092,23.476,0.048,0.785,0.78,0.0625,37.5,8278737.0,143.366,1429.8129999999999,61.04,0.515,46.05
Trinidad and Tobago,North America,5266.2,9.289,93.605,0.0,0.96,62.04050000000001,438.16099999999994,55.205,0.031,0.68,0.68,0.105,68.52,1399491.0,266.88599999999997,28763.071,73.51,0.7959999999999999,10.05
Tunisia,Africa,14995.916000000001,183.27,475.18199999999996,5.754,1.06,66.297,386.38199999999995,94.9755,0.22500000000000003,0.535,1.09,0.04,71.3,11818618.0,74.22800000000001,10849.296999999999,76.7,0.74,32.735
Turkey,Asia,28227.31,89.52,282.574,1.992,0.7,50.0015,394.81950000000006,322.786,0.053,1.43,1.015,0.005,73.61,84339067.0,104.914,25129.341,77.69,0.82,19.045
Turks and Caicos Islands,North America,72170.1995,353.71950000000004,1600.049,0.0,0.87,35.682,98.129,1156.5347499999998,0.0865,0.0,0.0,0.595,48.61,38718.0,37.312,53765.3925,80.22,0.849,8.22
Uganda,Africa,832.623,2.405,6.646,0.0,0.71,12.030750000000001,266.7865,17.586,0.055,0.32,0.29,0.1,49.07,45741000.0,213.75900000000001,1697.707,63.37,0.544,1.255
Ukraine,Europe,27258.439,123.314,494.744,3.5669999999999997,0.84,12.030750000000001,266.7865,136.5935,0.259,0.32,0.29,0.1,63.89,43733759.0,77.39,7894.393,72.06,0.779,1.01
United Arab Emirates,Asia,25257.624,344.475,74.82,0.607,1.23,68.11800000000001,429.88,2349.6679999999997,0.021,19.93,8.46,2.53,56.48,9890400.0,112.44200000000001,67293.483,77.97,0.89,36.925
United Kingdom,Europe,49598.942,610.258,1307.295,17.75,0.86,55.81399999999999,541.363,785.5260000000001,0.08900000000000001,8.01,7.33,0.685,87.96,67886004.0,272.89799999999997,39753.244,81.32,0.932,38.22
United States,North America,72018.974,576.31,1217.7730000000001,10.329,0.9,84.069,365.64099999999996,862.0269999999999,0.125,4.82,4.27,0.96,71.76,331002647.0,35.608000000000004,54225.445999999996,78.86,0.9259999999999999,43.05
Uruguay,South America,9116.721,187.695,85.787,2.303,1.06,62.04050000000001,588.7974999999999,215.89499999999998,0.109,0.47000000000000003,0.425,0.315,64.81,3473727.0,19.750999999999998,20551.409,77.91,0.8170000000000001,21.71
Uzbekistan,Asia,2329.545,1.584,18.495,0.0,0.92,12.030750000000001,266.7865,113.78099999999999,0.11399999999999999,0.5449999999999999,1.3075,0.095,37.04,33469199.0,76.134,6253.104,71.72,0.72,17.12
Vanuatu,Oceania,3.2560000000000002,0.0,54.670500000000004,0.0,0.95,35.682,98.129,1011.902,0.036,4.5024999999999995,3.7175000000000002,0.9849999999999999,22.22,307150.0,22.662,2921.909,70.47,0.609,6.26
Vatican,Europe,33374.536,0.0,731.606,0.0,0.925,35.682,98.129,1156.5347499999998,0.0865,3.12,12.545,0.595,60.644999999999996,809.0,9792.256,40757.9275,75.12,0.849,16.925
Venezuela,South America,4195.606,15.402999999999999,38.719,0.21100000000000002,1.08,39.5205,266.7865,36.4065,0.093,0.425,0.56,0.065,84.26,28435943.0,36.253,16745.022,72.06,0.711,5.9399999999999995
Vietnam,Asia,15.79,0.021,0.36,0.0,0.93,57.69799999999999,455.75700000000006,192.89600000000002,0.1745,0.715,0.69,0.34750000000000003,56.48,97338583.0,308.127,6171.884,75.4,0.7040000000000001,15.67
Yemen,Asia,70.811,0.0,20.519000000000002,0.0,1.06,39.5205,266.7865,46.1105,0.07749999999999999,0.425,1.3075,0.095,25.0,29825968.0,53.508,1479.1470000000002,66.12,0.47,74.16000000000001
Zambia,Africa,1962.254,63.153,29.21,0.7070000000000001,1.42,47.9835,354.20449999999994,41.276,0.11,0.049999999999999996,0.049999999999999996,0.04,49.07,18383956.0,22.995,3689.2509999999997,63.89,0.584,35.22
Zimbabwe,Africa,1808.594,42.993,45.953,1.615,1.11,68.11800000000001,429.88,18.206,0.19,0.0,0.555,0.0675,84.26,14862927.0,42.729,1899.775,61.49,0.5710000000000001,84.53
